PurchaseOrderID,OrderDate,ShipDate,VendorID,VendorName,ProductID,ProductName,OrderQty,UnitPrice,TotalAmount,ProductCategory,ProductSubcategory
869,2013-09-09,2013-09-18,1536,Cruger Bike Company,393,Hex Nut 14,3,36.97,110.91,Uncategorized,Not Specified
869,2013-09-09,2013-09-18,1536,Cruger Bike Company,394,Hex Nut 15,3,43.22,129.65,Uncategorized,Not Specified
869,2013-09-09,2013-09-18,1536,Cruger Bike Company,395,Hex Nut 4,3,47.49,142.47,Uncategorized,Not Specified
869,2013-09-09,2013-09-18,1536,Cruger Bike Company,396,Hex Nut 18,3,43.27,129.81,Uncategorized,Not Specified
870,2013-09-09,2013-09-18,1568,"Custom Frames, Inc.",482,Metal Sheet 2,550,8.76,4816.35,Uncategorized,Not Specified
870,2013-09-09,2013-09-18,1568,"Custom Frames, Inc.",483,Metal Sheet 3,550,9.69,5330.33,Uncategorized,Not Specified
870,2013-09-09,2013-09-18,1568,"Custom Frames, Inc.",484,Metal Sheet 7,550,6.88,3782.63,Uncategorized,Not Specified
871,2013-09-09,2013-09-18,1648,Wide World Importers,402,Keyed Washer,3,47.47,142.41,Uncategorized,Not Specified
872,2013-09-09,2013-09-18,1646,Electronic Bike Repair & Supplies,510,LL Road Rim,550,23.08,12693.45,Uncategorized,Not Specified
872,2013-09-09,2013-09-18,1646,Electronic Bike Repair & Supplies,511,ML Road Rim,550,29.27,16100.7,Uncategorized,Not Specified
873,2013-09-10,2013-09-19,1672,Expert Bike Co,406,External Lock Washer 5,3,43.27,129.81,Uncategorized,Not Specified
873,2013-09-10,2013-09-19,1672,Expert Bike Co,407,External Lock Washer 7,3,47.54,142.63,Uncategorized,Not Specified
873,2013-09-10,2013-09-19,1672,Expert Bike Co,408,External Lock Washer 6,3,43.27,129.81,Uncategorized,Not Specified
874,2013-09-10,2013-09-19,1600,Federal Sport,525,LL Shell,550,2.32,1276.28,Uncategorized,Not Specified
875,2013-09-10,2013-09-19,1522,First National Sport Co.,526,HL Shell,550,3.64,2003.93,Uncategorized,Not Specified
876,2013-09-10,2013-09-19,1570,First Rate Bicycles,908,LL Mountain Seat/Saddle,550,21.09,11601.98,Components,Saddles
876,2013-09-10,2013-09-19,1570,First Rate Bicycles,909,ML Mountain Seat/Saddle,550,30.44,16741.73,Components,Saddles
876,2013-09-10,2013-09-19,1570,First Rate Bicycles,913,HL Road Seat/Saddle,550,40.94,22516.73,Components,Saddles
877,2013-09-10,2013-09-19,1516,Gardner Touring Cycles,356,LL Grip Tape,60,3.6,216.09,Uncategorized,Not Specified
877,2013-09-10,2013-09-19,1516,Gardner Touring Cycles,357,ML Grip Tape,60,3.98,238.77,Uncategorized,Not Specified
878,2013-09-10,2013-09-19,1506,Greenwood Athletic Company,935,LL Mountain Pedal,550,31.49,17319.23,Components,Pedals
878,2013-09-10,2013-09-19,1506,Greenwood Athletic Company,936,ML Mountain Pedal,550,48.29,26559.23,Components,Pedals
879,2013-09-10,2013-09-19,1626,Hill Bicycle Center,524,HL Spindle/Axle,550,12.97,7132.13,Uncategorized,Not Specified
880,2013-09-10,2013-09-19,1542,Hill's Bicycle Service,911,LL Road Seat/Saddle,550,21.09,11601.98,Components,Saddles
880,2013-09-10,2013-09-19,1542,Hill's Bicycle Service,912,ML Road Seat/Saddle,550,30.44,16741.73,Components,Saddles
881,2013-09-10,2013-09-19,1610,Hybrid Bicycle Center,910,HL Mountain Seat/Saddle,550,40.94,22516.73,Components,Saddles
882,2013-09-10,2013-09-19,1638,Inline Accessories,937,HL Mountain Pedal,550,62.99,34644.23,Components,Pedals
883,2013-09-10,2013-09-19,1582,Inner City Bikes,466,Lock Washer 6,3,45.42,136.27,Uncategorized,Not Specified
883,2013-09-10,2013-09-19,1582,Inner City Bikes,467,Lock Washer 13,3,43.32,129.97,Uncategorized,Not Specified
883,2013-09-10,2013-09-19,1582,Inner City Bikes,468,Lock Washer 8,3,47.6,142.79,Uncategorized,Not Specified
884,2013-09-10,2013-09-19,1510,International,462,Lower Head Race,3,47.68,143.04,Uncategorized,Not Specified
885,2013-09-10,2013-09-19,1526,International Bicycles,510,LL Road Rim,550,23.4,12872.48,Uncategorized,Not Specified
885,2013-09-10,2013-09-19,1526,International Bicycles,511,ML Road Rim,550,27.87,15326.85,Uncategorized,Not Specified
886,2013-09-10,2013-09-19,1644,International Sport Assoc.,527,Spokes,550,6.75,3713.33,Uncategorized,Not Specified
887,2013-09-10,2013-09-19,1680,Jackson Authority,509,HL Mountain Rim,550,36.28,19952.63,Uncategorized,Not Specified
888,2013-09-10,2013-09-19,1584,Trey Research,492,Paint - Black,60,50.75,3044.79,Uncategorized,Not Specified
888,2013-09-10,2013-09-19,1584,Trey Research,493,Paint - Red,60,58.26,3495.87,Uncategorized,Not Specified
888,2013-09-10,2013-09-19,1584,Trey Research,494,Paint - Silver,60,50.75,3044.79,Uncategorized,Not Specified
888,2013-09-10,2013-09-19,1584,Trey Research,495,Paint - Blue,60,62.93,3775.59,Uncategorized,Not Specified
888,2013-09-10,2013-09-19,1584,Trey Research,496,Paint - Yellow,60,49.65,2979.27,Uncategorized,Not Specified
889,2013-09-11,2013-09-20,1620,Lakewood Bicycle,523,LL Spindle/Axle,550,10.38,5711.48,Uncategorized,Not Specified
890,2013-09-11,2013-09-20,1666,Leaf River Terrain,430,Thin-Jam Lock Nut 3,3,45.65,136.96,Uncategorized,Not Specified
890,2013-09-11,2013-09-20,1666,Leaf River Terrain,431,Thin-Jam Lock Nut 4,3,41.38,124.14,Uncategorized,Not Specified
890,2013-09-11,2013-09-20,1666,Leaf River Terrain,432,Thin-Jam Lock Nut 13,3,39.28,117.84,Uncategorized,Not Specified
891,2013-09-11,2013-09-20,1592,Lindell,490,LL Nipple,3,12.72,38.15,Uncategorized,Not Specified
891,2013-09-11,2013-09-20,1592,Lindell,491,HL Nipple,3,19.94,59.82,Uncategorized,Not Specified
892,2013-09-11,2013-09-20,1618,Metro Sport Equipment,528,Seat Lug,3,38.16,114.47,Uncategorized,Not Specified
893,2013-09-11,2013-09-20,1612,"Midwest Sport, Inc.",505,Cone-Shaped Race,3,44.22,132.65,Uncategorized,Not Specified
894,2013-09-11,2013-09-20,1586,Mitchell Sports,938,LL Road Pedal,550,31.49,17319.23,Components,Pedals
894,2013-09-11,2013-09-20,1586,Mitchell Sports,939,ML Road Pedal,550,48.29,26559.23,Components,Pedals
895,2013-09-11,2013-09-20,1500,Morgan Bike Accessories,358,HL Grip Tape,60,6.98,418.95,Uncategorized,Not Specified
896,2013-09-11,2013-09-20,1656,Mountain Works,454,Lock Nut 21,3,47.52,142.57,Uncategorized,Not Specified
896,2013-09-11,2013-09-20,1656,Mountain Works,455,Lock Nut 3,3,45.42,136.27,Uncategorized,Not Specified
896,2013-09-11,2013-09-20,1656,Mountain Works,456,Lock Nut 14,3,49.7,149.09,Uncategorized,Not Specified
896,2013-09-11,2013-09-20,1656,Mountain Works,457,Lock Nut 15,3,45.42,136.27,Uncategorized,Not Specified
897,2013-09-11,2013-09-20,1572,National Bike Association,356,LL Grip Tape,60,3.38,202.86,Uncategorized,Not Specified
897,2013-09-11,2013-09-20,1572,National Bike Association,357,ML Grip Tape,60,4.32,258.93,Uncategorized,Not Specified
898,2013-09-11,2013-09-20,1562,Norstan Bike Hut,375,Hex Nut 5,3,43.27,129.81,Uncategorized,Not Specified
898,2013-09-11,2013-09-20,1562,Norstan Bike Hut,376,Hex Nut 6,3,41.17,123.51,Uncategorized,Not Specified
898,2013-09-11,2013-09-20,1562,Norstan Bike Hut,377,Hex Nut 16,3,45.44,136.33,Uncategorized,Not Specified
898,2013-09-11,2013-09-20,1562,Norstan Bike Hut,378,Hex Nut 17,3,41.17,123.51,Uncategorized,Not Specified
898,2013-09-11,2013-09-20,1562,Norstan Bike Hut,379,Hex Nut 7,3,39.07,117.21,Uncategorized,Not Specified
899,2013-09-11,2013-09-20,1662,Northern Bike Travel,490,LL Nipple,3,12.36,37.08,Uncategorized,Not Specified
900,2013-09-11,2013-09-20,1682,"Premier Sport, Inc.",513,Touring Rim,550,39.2,21558.08,Uncategorized,Not Specified
901,2013-09-11,2013-09-20,1686,Pro Sport Industries,408,External Lock Washer 6,3,36.97,110.91,Uncategorized,Not Specified
901,2013-09-11,2013-09-20,1686,Pro Sport Industries,409,External Lock Washer 1,3,41.24,123.73,Uncategorized,Not Specified
901,2013-09-11,2013-09-20,1686,Pro Sport Industries,410,External Lock Washer 8,3,36.97,110.91,Uncategorized,Not Specified
901,2013-09-11,2013-09-20,1686,Pro Sport Industries,411,External Lock Washer 2,3,34.87,104.61,Uncategorized,Not Specified
902,2013-09-11,2013-09-20,1684,Professional Athletic Consultants,931,LL Road Tire,550,34.87,19178.78,Accessories,Tires and Tubes
902,2013-09-11,2013-09-20,1684,Professional Athletic Consultants,932,ML Road Tire,550,39.76,21869.93,Accessories,Tires and Tubes
903,2013-09-11,2013-09-20,1534,Ready Rentals,425,Thin-Jam Lock Nut 2,3,45.58,136.74,Uncategorized,Not Specified
903,2013-09-11,2013-09-20,1534,Ready Rentals,426,Thin-Jam Lock Nut 15,3,43.48,130.44,Uncategorized,Not Specified
903,2013-09-11,2013-09-20,1534,Ready Rentals,427,Thin-Jam Lock Nut 16,3,47.75,143.26,Uncategorized,Not Specified
904,2013-09-11,2013-09-20,1614,"Reliance Fitness, Inc.",345,Flat Washer 4,3,43.38,130.13,Uncategorized,Not Specified
904,2013-09-11,2013-09-20,1614,"Reliance Fitness, Inc.",346,Flat Washer 3,3,47.65,142.95,Uncategorized,Not Specified
905,2013-09-12,2013-09-21,1638,Inline Accessories,937,HL Mountain Pedal,550,62.99,34644.23,Components,Pedals
906,2013-09-12,2013-09-21,1582,Inner City Bikes,469,Lock Washer 1,3,43.32,129.97,Uncategorized,Not Specified
906,2013-09-12,2013-09-21,1582,Inner City Bikes,470,Lock Washer 7,3,41.22,123.67,Uncategorized,Not Specified
906,2013-09-12,2013-09-21,1582,Inner City Bikes,471,Lock Washer 12,3,45.5,136.49,Uncategorized,Not Specified
906,2013-09-12,2013-09-21,1582,Inner City Bikes,472,Lock Washer 2,3,41.22,123.67,Uncategorized,Not Specified
907,2013-09-12,2013-09-21,1510,International,462,Lower Head Race,3,47.68,143.04,Uncategorized,Not Specified
908,2013-09-12,2013-09-21,1526,International Bicycles,510,LL Road Rim,550,23.4,12872.48,Uncategorized,Not Specified
908,2013-09-12,2013-09-21,1526,International Bicycles,511,ML Road Rim,550,27.87,15326.85,Uncategorized,Not Specified
909,2013-09-15,2013-09-24,1588,Signature Cycles,931,LL Road Tire,550,34.35,18890.03,Accessories,Tires and Tubes
909,2013-09-15,2013-09-24,1588,Signature Cycles,932,ML Road Tire,550,39.24,21581.18,Accessories,Tires and Tubes
910,2013-09-15,2013-09-24,1622,Speed Corporation,344,Flat Washer 9,3,45.37,136.11,Uncategorized,Not Specified
910,2013-09-15,2013-09-24,1622,Speed Corporation,345,Flat Washer 4,3,43.27,129.81,Uncategorized,Not Specified
910,2013-09-15,2013-09-24,1622,Speed Corporation,346,Flat Washer 3,3,47.54,142.63,Uncategorized,Not Specified
911,2013-09-15,2013-09-24,1632,Sport Fan Co.,930,HL Mountain Tire,550,43.04,23671.73,Accessories,Tires and Tubes
912,2013-09-15,2013-09-24,1608,Sport Playground,332,Freewheel,550,10.82,5948.25,Uncategorized,Not Specified
913,2013-09-15,2013-09-24,1576,Superior Bicycles,948,Front Brakes,550,82.83,45558.98,Components,Brakes
913,2013-09-15,2013-09-24,1576,Superior Bicycles,907,Rear Brakes,550,82.83,45558.98,Components,Brakes
914,2013-09-15,2013-09-24,1590,SUPERSALES INC.,325,Decal 1,1250,0.21,262.5,Uncategorized,Not Specified
914,2013-09-15,2013-09-24,1590,SUPERSALES INC.,326,Decal 2,1250,0.21,262.5,Uncategorized,Not Specified
915,2013-09-15,2013-09-24,1514,Training Systems,320,Chainring Bolts,3,49.64,148.93,Uncategorized,Not Specified
915,2013-09-15,2013-09-24,1514,Training Systems,321,Chainring Nut,3,44.32,132.96,Uncategorized,Not Specified
915,2013-09-15,2013-09-24,1514,Training Systems,322,Chainring,60,28.7,1721.79,Uncategorized,Not Specified
916,2013-09-15,2013-09-24,1498,"Trikes, Inc.",930,HL Mountain Tire,550,42.51,23382.98,Accessories,Tires and Tubes
916,2013-09-15,2013-09-24,1498,"Trikes, Inc.",921,Mountain Tire Tube,550,5.59,3072.3,Accessories,Tires and Tubes
917,2013-09-15,2013-09-24,1674,Varsity Sport Co.,952,Chain,60,15.74,944.37,Components,Chains
918,2013-09-15,2013-09-24,1652,Victory Bikes,933,HL Road Tire,550,43.46,23902.73,Accessories,Tires and Tubes
918,2013-09-15,2013-09-24,1652,Victory Bikes,934,Touring Tire,550,37.62,20691.83,Accessories,Tires and Tubes
918,2013-09-15,2013-09-24,1652,Victory Bikes,922,Road Tire Tube,550,6.53,3592.05,Accessories,Tires and Tubes
918,2013-09-15,2013-09-24,1652,Victory Bikes,923,Touring Tire Tube,550,6.18,3401.48,Accessories,Tires and Tubes
919,2013-09-15,2013-09-24,1578,"Vision Cycles, Inc.",319,HL Crankarm,550,48.58,26720.93,Uncategorized,Not Specified
920,2013-09-15,2013-09-24,1538,Vista Road Bikes,928,LL Mountain Tire,550,32.25,17735.03,Accessories,Tires and Tubes
920,2013-09-15,2013-09-24,1538,Vista Road Bikes,929,ML Mountain Tire,550,36.56,20108.55,Accessories,Tires and Tubes
921,2013-09-15,2013-09-24,1556,West Junction Cycles,319,HL Crankarm,550,46.42,25531.28,Uncategorized,Not Specified
922,2013-09-15,2013-09-24,1554,WestAmerica Bicycle Co.,359,Thin-Jam Hex Nut 9,3,47.52,142.57,Uncategorized,Not Specified
922,2013-09-15,2013-09-24,1554,WestAmerica Bicycle Co.,360,Thin-Jam Hex Nut 10,3,45.42,136.27,Uncategorized,Not Specified
923,2013-09-15,2013-09-24,1688,Wood Fitness,2,Bearing Ball,3,41.92,125.75,Uncategorized,Not Specified
924,2013-09-15,2013-09-24,1580,"Litware, Inc.",1,Adjustable Race,3,50.26,150.79,Uncategorized,Not Specified
925,2013-09-17,2013-09-26,1496,Advanced Bicycles,359,Thin-Jam Hex Nut 9,3,47.68,143.04,Uncategorized,Not Specified
925,2013-09-17,2013-09-26,1496,Advanced Bicycles,360,Thin-Jam Hex Nut 10,3,45.58,136.74,Uncategorized,Not Specified
925,2013-09-17,2013-09-26,1496,Advanced Bicycles,361,Thin-Jam Hex Nut 1,3,49.85,149.56,Uncategorized,Not Specified
925,2013-09-17,2013-09-26,1496,Advanced Bicycles,362,Thin-Jam Hex Nut 2,3,45.58,136.74,Uncategorized,Not Specified
925,2013-09-17,2013-09-26,1496,Advanced Bicycles,363,Thin-Jam Hex Nut 15,3,43.48,130.44,Uncategorized,Not Specified
925,2013-09-17,2013-09-26,1496,Advanced Bicycles,364,Thin-Jam Hex Nut 16,3,47.75,143.26,Uncategorized,Not Specified
925,2013-09-17,2013-09-26,1496,Advanced Bicycles,365,Thin-Jam Hex Nut 5,3,43.48,130.44,Uncategorized,Not Specified
925,2013-09-17,2013-09-26,1496,Advanced Bicycles,366,Thin-Jam Hex Nut 6,3,41.38,124.14,Uncategorized,Not Specified
925,2013-09-17,2013-09-26,1496,Advanced Bicycles,367,Thin-Jam Hex Nut 3,3,45.65,136.96,Uncategorized,Not Specified
925,2013-09-17,2013-09-26,1496,Advanced Bicycles,368,Thin-Jam Hex Nut 4,3,41.38,124.14,Uncategorized,Not Specified
925,2013-09-17,2013-09-26,1496,Advanced Bicycles,369,Thin-Jam Hex Nut 13,3,39.28,117.84,Uncategorized,Not Specified
925,2013-09-17,2013-09-26,1496,Advanced Bicycles,370,Thin-Jam Hex Nut 14,3,43.55,130.66,Uncategorized,Not Specified
925,2013-09-17,2013-09-26,1496,Advanced Bicycles,371,Thin-Jam Hex Nut 7,3,39.28,117.84,Uncategorized,Not Specified
925,2013-09-17,2013-09-26,1496,Advanced Bicycles,372,Thin-Jam Hex Nut 8,3,37.18,111.54,Uncategorized,Not Specified
925,2013-09-17,2013-09-26,1496,Advanced Bicycles,373,Thin-Jam Hex Nut 12,3,41.45,124.36,Uncategorized,Not Specified
925,2013-09-17,2013-09-26,1496,Advanced Bicycles,374,Thin-Jam Hex Nut 11,3,37.18,111.54,Uncategorized,Not Specified
926,2013-09-17,2013-09-26,1494,Allenson Cycles,530,Seat Post,550,16.09,8847.3,Uncategorized,Not Specified
927,2013-09-17,2013-09-26,1650,American Bicycles and Wheels,4,Headset Ball Bearings,3,57.03,171.08,Uncategorized,Not Specified
928,2013-09-17,2013-09-26,1654,American Bikes,512,HL Road Rim,550,37.09,20397.3,Uncategorized,Not Specified
929,2013-09-18,2013-09-27,1664,Anderson's Custom Bikes,513,Touring Rim,550,26.6,14628.08,Uncategorized,Not Specified
930,2013-09-18,2013-09-27,1678,"Proseware, Inc.",317,LL Crankarm,550,27.06,14882.18,Uncategorized,Not Specified
930,2013-09-18,2013-09-27,1678,"Proseware, Inc.",318,ML Crankarm,550,33.58,18468.45,Uncategorized,Not Specified
930,2013-09-18,2013-09-27,1678,"Proseware, Inc.",319,HL Crankarm,550,46.06,25334.93,Uncategorized,Not Specified
931,2013-09-18,2013-09-27,1616,Aurora Bike Center,408,External Lock Washer 6,3,47.54,142.63,Uncategorized,Not Specified
931,2013-09-18,2013-09-27,1616,Aurora Bike Center,409,External Lock Washer 1,3,43.27,129.81,Uncategorized,Not Specified
931,2013-09-18,2013-09-27,1616,Aurora Bike Center,410,External Lock Washer 8,3,41.17,123.51,Uncategorized,Not Specified
931,2013-09-18,2013-09-27,1616,Aurora Bike Center,411,External Lock Washer 2,3,45.44,136.33,Uncategorized,Not Specified
932,2013-09-18,2013-09-27,1492,Australia Bike Retailer,427,Thin-Jam Lock Nut 16,3,47.6,142.79,Uncategorized,Not Specified
932,2013-09-18,2013-09-27,1492,Australia Bike Retailer,428,Thin-Jam Lock Nut 5,3,43.32,129.97,Uncategorized,Not Specified
933,2013-09-18,2013-09-27,1602,Beaumont Bikes,320,Chainring Bolts,3,47.47,142.41,Uncategorized,Not Specified
933,2013-09-18,2013-09-27,1602,Beaumont Bikes,321,Chainring Nut,3,42.8,128.39,Uncategorized,Not Specified
933,2013-09-18,2013-09-27,1602,Beaumont Bikes,322,Chainring,60,25.42,1525.23,Uncategorized,Not Specified
934,2013-09-18,2013-09-27,1540,Bergeron Off-Roads,447,Lock Nut 12,3,47.68,143.04,Uncategorized,Not Specified
934,2013-09-18,2013-09-27,1540,Bergeron Off-Roads,448,Lock Nut 13,3,45.58,136.74,Uncategorized,Not Specified
935,2013-09-18,2013-09-27,1628,Bicycle Specialists,941,Touring Pedal,550,62.99,34644.23,Components,Pedals
936,2013-09-18,2013-09-27,1604,Bike Satellite Inc.,320,Chainring Bolts,3,45.37,136.11,Uncategorized,Not Specified
936,2013-09-18,2013-09-27,1604,Bike Satellite Inc.,321,Chainring Nut,3,40.49,121.46,Uncategorized,Not Specified
936,2013-09-18,2013-09-27,1604,Bike Satellite Inc.,322,Chainring,60,26.37,1581.93,Uncategorized,Not Specified
937,2013-09-18,2013-09-27,1690,Bloomington Multisport,504,Cup-Shaped Race,3,48.76,146.29,Uncategorized,Not Specified
938,2013-09-18,2013-09-27,1566,Burnett Road Warriors,497,Pinch Bolt,3,34.19,102.56,Uncategorized,Not Specified
939,2013-09-18,2013-09-27,1698,Business Equipment Center,323,Crown Race,3,50.26,150.79,Uncategorized,Not Specified
940,2013-09-18,2013-09-27,1560,Capital Road Cycles,523,LL Spindle/Axle,550,10.73,5902.05,Uncategorized,Not Specified
940,2013-09-18,2013-09-27,1560,Capital Road Cycles,524,HL Spindle/Axle,550,14.12,7767.38,Uncategorized,Not Specified
941,2013-09-18,2013-09-27,1692,Carlson Specialties,492,Paint - Black,60,50.26,3015.81,Uncategorized,Not Specified
941,2013-09-18,2013-09-27,1692,Carlson Specialties,493,Paint - Red,60,57.15,3429.09,Uncategorized,Not Specified
941,2013-09-18,2013-09-27,1692,Carlson Specialties,494,Paint - Silver,60,53.2,3192.21,Uncategorized,Not Specified
941,2013-09-18,2013-09-27,1692,Carlson Specialties,495,Paint - Blue,60,63.69,3821.58,Uncategorized,Not Specified
942,2013-09-18,2013-09-27,1696,Chicago City Saddles,908,LL Mountain Seat/Saddle,550,21.09,11601.98,Components,Saddles
942,2013-09-18,2013-09-27,1696,Chicago City Saddles,909,ML Mountain Seat/Saddle,550,30.44,16741.73,Components,Saddles
943,2013-09-18,2013-09-27,1504,Chicago Rent-All,506,Reflector,60,9.2,551.88,Uncategorized,Not Specified
944,2013-09-18,2013-09-27,1544,Circuit Cycles,351,Front Derailleur Cage,550,5.78,3176.25,Uncategorized,Not Specified
944,2013-09-18,2013-09-27,1544,Circuit Cycles,352,Front Derailleur Linkage,550,1.16,635.25,Uncategorized,Not Specified
945,2013-09-20,2013-09-29,1530,Comfort Road Bicycles,507,LL Mountain Rim,550,23.39,12866.7,Uncategorized,Not Specified
945,2013-09-20,2013-09-29,1530,Comfort Road Bicycles,508,ML Mountain Rim,550,27.65,15205.58,Uncategorized,Not Specified
946,2013-09-20,2013-09-29,1508,"Compete Enterprises, Inc",355,Guide Pulley,550,1.37,750.75,Uncategorized,Not Specified
946,2013-09-20,2013-09-29,1508,"Compete Enterprises, Inc",940,HL Road Pedal,550,62.99,34644.23,Components,Pedals
946,2013-09-20,2013-09-29,1508,"Compete Enterprises, Inc",535,Tension Pulley,550,3.49,1917.3,Uncategorized,Not Specified
947,2013-09-20,2013-09-29,1694,"Compete, Inc.",679,Rear Derailleur Cage,550,6.2,3407.25,Uncategorized,Not Specified
948,2013-09-20,2013-09-29,1624,Competition Bike Training Systems,507,LL Mountain Rim,550,22.17,12191.03,Uncategorized,Not Specified
948,2013-09-20,2013-09-29,1624,Competition Bike Training Systems,508,ML Mountain Rim,550,29.28,16106.48,Uncategorized,Not Specified
949,2013-09-22,2013-10-01,1548,Consumer Cycles,491,HL Nipple,3,19.98,59.94,Uncategorized,Not Specified
950,2013-09-22,2013-10-01,1598,Continental Pro Cycles,349,Flat Washer 7,3,39.14,117.43,Uncategorized,Not Specified
951,2013-09-22,2013-10-01,1658,Crowley Sport,935,LL Mountain Pedal,550,31.49,17319.23,Components,Pedals
951,2013-09-22,2013-10-01,1658,Crowley Sport,936,ML Mountain Pedal,550,48.29,26559.23,Components,Pedals
952,2013-09-22,2013-10-01,1536,Cruger Bike Company,397,Hex Nut 19,3,47.54,142.63,Uncategorized,Not Specified
953,2013-09-22,2013-10-01,1568,"Custom Frames, Inc.",485,Metal Sheet 4,550,7.8,4290.83,Uncategorized,Not Specified
953,2013-09-22,2013-10-01,1568,"Custom Frames, Inc.",486,Metal Sheet 5,550,8.76,4816.35,Uncategorized,Not Specified
953,2013-09-22,2013-10-01,1568,"Custom Frames, Inc.",487,Metal Sheet 6,550,5.81,3193.58,Uncategorized,Not Specified
954,2013-09-22,2013-10-01,1648,Wide World Importers,402,Keyed Washer,3,47.47,142.41,Uncategorized,Not Specified
955,2013-09-22,2013-10-01,1646,Electronic Bike Repair & Supplies,512,HL Road Rim,550,34.98,19236.53,Uncategorized,Not Specified
956,2013-09-22,2013-10-01,1672,Expert Bike Co,409,External Lock Washer 1,3,41.17,123.51,Uncategorized,Not Specified
956,2013-09-22,2013-10-01,1672,Expert Bike Co,914,LL Touring Seat/Saddle,550,21.09,11601.98,Components,Saddles
956,2013-09-22,2013-10-01,1672,Expert Bike Co,915,ML Touring Seat/Saddle,550,30.44,16741.73,Components,Saddles
956,2013-09-22,2013-10-01,1672,Expert Bike Co,916,HL Touring Seat/Saddle,550,40.94,22516.73,Components,Saddles
957,2013-09-22,2013-10-01,1600,Federal Sport,525,LL Shell,550,2.32,1276.28,Uncategorized,Not Specified
958,2013-09-22,2013-10-01,1522,First National Sport Co.,526,HL Shell,550,3.64,2003.93,Uncategorized,Not Specified
959,2013-09-22,2013-10-01,1570,First Rate Bicycles,908,LL Mountain Seat/Saddle,550,21.09,11601.98,Components,Saddles
959,2013-09-22,2013-10-01,1570,First Rate Bicycles,909,ML Mountain Seat/Saddle,550,30.44,16741.73,Components,Saddles
959,2013-09-22,2013-10-01,1570,First Rate Bicycles,913,HL Road Seat/Saddle,550,40.94,22516.73,Components,Saddles
960,2013-09-22,2013-10-01,1516,Gardner Touring Cycles,356,LL Grip Tape,60,3.6,216.09,Uncategorized,Not Specified
960,2013-09-22,2013-10-01,1516,Gardner Touring Cycles,357,ML Grip Tape,60,3.98,238.77,Uncategorized,Not Specified
961,2013-09-22,2013-10-01,1506,Greenwood Athletic Company,935,LL Mountain Pedal,550,31.49,17319.23,Components,Pedals
961,2013-09-22,2013-10-01,1506,Greenwood Athletic Company,936,ML Mountain Pedal,550,48.29,26559.23,Components,Pedals
962,2013-09-22,2013-10-01,1626,Hill Bicycle Center,524,HL Spindle/Axle,550,12.97,7132.13,Uncategorized,Not Specified
963,2013-09-22,2013-10-01,1542,Hill's Bicycle Service,911,LL Road Seat/Saddle,550,21.09,11601.98,Components,Saddles
963,2013-09-22,2013-10-01,1542,Hill's Bicycle Service,912,ML Road Seat/Saddle,550,30.44,16741.73,Components,Saddles
964,2013-09-22,2013-10-01,1610,Hybrid Bicycle Center,910,HL Mountain Seat/Saddle,550,40.94,22516.73,Components,Saddles
965,2013-09-26,2013-10-05,1644,International Sport Assoc.,527,Spokes,550,6.75,3713.33,Uncategorized,Not Specified
966,2013-09-26,2013-10-05,1680,Jackson Authority,938,LL Road Pedal,550,31.49,17319.23,Components,Pedals
966,2013-09-26,2013-10-05,1680,Jackson Authority,939,ML Road Pedal,550,48.29,26559.23,Components,Pedals
966,2013-09-26,2013-10-05,1680,Jackson Authority,509,HL Mountain Rim,550,36.28,19952.63,Uncategorized,Not Specified
967,2013-09-26,2013-10-05,1584,Trey Research,492,Paint - Black,60,50.75,3044.79,Uncategorized,Not Specified
967,2013-09-26,2013-10-05,1584,Trey Research,493,Paint - Red,60,58.26,3495.87,Uncategorized,Not Specified
967,2013-09-26,2013-10-05,1584,Trey Research,494,Paint - Silver,60,50.75,3044.79,Uncategorized,Not Specified
967,2013-09-26,2013-10-05,1584,Trey Research,495,Paint - Blue,60,62.93,3775.59,Uncategorized,Not Specified
967,2013-09-26,2013-10-05,1584,Trey Research,496,Paint - Yellow,60,49.65,2979.27,Uncategorized,Not Specified
968,2013-09-26,2013-10-05,1620,Lakewood Bicycle,523,LL Spindle/Axle,550,10.38,5711.48,Uncategorized,Not Specified
969,2013-09-26,2013-10-05,1638,Inline Accessories,937,HL Mountain Pedal,550,62.99,34644.23,Components,Pedals
970,2013-09-26,2013-10-05,1582,Inner City Bikes,473,Lock Washer 9,3,39.12,117.37,Uncategorized,Not Specified
970,2013-09-26,2013-10-05,1582,Inner City Bikes,474,Lock Washer 3,3,43.4,130.19,Uncategorized,Not Specified
970,2013-09-26,2013-10-05,1582,Inner City Bikes,475,Lock Washer 11,3,39.12,117.37,Uncategorized,Not Specified
971,2013-09-26,2013-10-05,1510,International,462,Lower Head Race,3,47.68,143.04,Uncategorized,Not Specified
972,2013-09-26,2013-10-05,1526,International Bicycles,510,LL Road Rim,550,23.4,12872.48,Uncategorized,Not Specified
972,2013-09-26,2013-10-05,1526,International Bicycles,511,ML Road Rim,550,27.87,15326.85,Uncategorized,Not Specified
973,2013-09-27,2013-10-06,1666,Leaf River Terrain,433,Thin-Jam Lock Nut 14,3,43.55,130.66,Uncategorized,Not Specified
973,2013-09-27,2013-10-06,1666,Leaf River Terrain,434,Thin-Jam Lock Nut 7,3,39.28,117.84,Uncategorized,Not Specified
